question;answer;score;key;title
What are advantages of a 'Digital Twin'?;reality-awareness of product scheduling and resource allocation, and predictive maintenance;0.7358;6M46BHAG;Integrating the Digital Twin of a Shop Floor Conveyor in the Manufacturing Control System
What are advantages of a 'Digital Twin'?;accuracy and scalability;0.7328;6FT5QEXR;Challenges in Digital Twin Development for Cyber-Physical Production Systems
What are advantages of a 'Digital Twin'?;safety and working stability;0.7289;ME9TNIRV;Digital Twin based synchronised control and simulation of the industrial robotic cell using Virtual Reality
What are advantages of a 'Digital Twin'?;smarter drilling, greater field automation or improved safety;0.7214;ZTXACHFS;Digital Twin Technology in the Field Reclaims Offshore Resources
What are advantages of a 'Digital Twin'?;improving mission success rates, shortening intervals between flights, and reducing maintenance costs;0.7211;A7LF49XJ;Digital twin for the structural health management of reusable spacecraft: A case study
What are advantages of a 'Digital Twin'?;privacy enhancing toolset functionality;0.7209;QASDYEUH;A Digital Twin-based Privacy Enhancement Mechanism for the Automotive Industry
What are advantages of a 'Digital Twin'?;enhanced situation assessment, decision making, coordination, and resource allocation;0.7205;5AQLPFJQ;Disaster City Digital Twin: A vision for integrating artificial and human intelligence for disaster management
What are advantages of a 'Digital Twin'?;predicting the dimension and surface texture quality;0.7169;K7F3DVHS;Digital twin of manufacturing systems
What are advantages of a 'Digital Twin'?;real-time reflection, interaction/convergence and computing/analytics;0.7133;AHYNI9D7;DT-II:Digital twin enhanced Industrial Internet reference framework towards smart manufacturing
What are advantages of a 'Digital Twin'?;multiple data sources and modelled processes;0.7118;BFMEBHIH;Towards a Digital Twin with Generative Adversarial Network Modelling of Machining Vibration
What are advantages of a 'Digital Twin'?;process output, operator productivity, and tooling usage;0.711;YS3JWYAU;Part data integration in the Shop Floor Digital Twin: Mobile and cloud technologies to enable a manufacturing execution system
What are advantages of a 'Digital Twin'?;real-time data to support urban decision making and communication;0.71;H3BIDB9V;Living with a Digital Twin: Operational management and engagement using IoT and Mixed Realities at UCL’s Here East Campus on the Queen Elizabeth Olympic Park
What are advantages of a 'Digital Twin'?;status monitoring and machining process optimization;0.7082;CUQ69GCK;Real-time machining data application and service based on IMT digital twin
What are advantages of a 'Digital Twin'?;optimum predictive maintenance strategy;0.7072;QCKVFXQ6;A Review and Methodology Development for Remaining Useful Life Prediction of Offshore Fixed and Floating Wind turbine Power Converter with Digital Twin Technology Perspective
What are advantages of a 'Digital Twin'?;natural interfaces that give mental comfort to the user working directly with the system;0.707;J8YNNMHC;Stages of Design of Digital Twin for Local Enterprise
What are advantages of a 'Digital Twin'?;tracking every single part is logistically difficult and economically not feasible;0.707;C72KJT6I;A DIGITAL TWIN FOR ROOT CAUSE ANALYSIS AND PRODUCT QUALITY MONITORING
What are advantages of a 'Digital Twin'?;productivity, and energy efficiency;0.7064;ZWGQEVIZ;Digital Twin: Vision, Benefits, Boundaries, and Creation for Buildings
What are advantages of a 'Digital Twin'?;efficiency and optimisation;0.7048;T8SFN6YS;Digital Twin Based Condition Monitoring of a Knuckle Boom Crane: an Experimental Study
What are advantages of a 'Digital Twin'?;different types of data have to be stored and linked together in an emerging way;0.704;6R43JINI;Development of a Digital Twin Model for Real-Time Assessment of Collision Hazards
What are advantages of a 'Digital Twin'?;appearance quality, assembly error, dimensional accuracy, and overall performance;0.7035;9AQEKTQ5;A digital twin-driven approach for the assembly-commissioning of high precision products
What are advantages of a 'Digital Twin'?;real-world economic activities are realistically simulated and represented;0.7029;LHRT4DUT;The Digital Twin of the Economy: Proposed Tool for Policy Design and Evaluation
What are advantages of a 'Digital Twin'?;life cycle management and pipeline integrity;0.7012;P75PEQWC;Automated Creation of the Pipeline Digital Twin During Construction: Improvement to Construction Quality and Pipeline Integrity
What are advantages of a 'Digital Twin'?;reducing the gas plant inlet/outlet pressure;0.7004;UKECM3QZ;Holistic Approach to Prolong Giant Onshore Abu Dhabi Gas Field Production Plateau and Optimize CAPEX/OPEX Using an Integrated Asset Model as a Digital Twin
What are advantages of a 'Digital Twin'?;to manage the product multi-life-cycle running status in the market;0.6988;3R9HMIMG;Big data driven Hierarchical Digital Twin Predictive Remanufacturing paradigm: Architecture, control mechanism, application scenario and benefits
What are advantages of a 'Digital Twin'?;embedded sensors with various sensing capabilities are networked together to monitor the same area;0.6954;ET3KBVD9;From Surveillance to Digital Twin: Challenges and Recent Advances of Signal Processing for the Industrial Internet of Things
What are advantages of a 'Digital Twin'?;we design a Chi-square detector to monitor the estimation process;0.6889;C2D77GFH;A Game-Theoretic Approach to Secure Estimation and Control for Cyber-Physical Systems with a Digital Twin
What are advantages of a 'Digital Twin'?;system components are defined, simulated, and synchronized with live signals;0.6858;ES66PGSU;A digital twin to train deep reinforcement learning agent for smart manufacturing plants: Environment, interfaces and intelligence
What are advantages of a 'Digital Twin'?;wider time scales and more realistic communication contracts;0.685;S5HE9DL8;SoC-based Digital Twin of Power System Simulation
What are advantages of a 'Digital Twin'?;real-time production monitoring, simulation analysis, and feedback control of physical systems;0.6826;RDF7RYVE;Event-Driven Online Machine State Decision for Energy-Efficient Manufacturing System Based on Digital Twin Using Max-Plus Algebra
What are advantages of a 'Digital Twin'?;higher efficiency, accuracy and economic benefits;0.6823;T4RKMT4Y;Challenges of Digital Twin System
What are advantages of a 'Digital Twin'?;timely and accurate information about a product throughout its lifecycle can be accessed;0.6817;NLJV32BD;Building a digital twin for additive manufacturing through the exploitation of blockchain: A case analysis of the aircraft industry
What are advantages of a 'Digital Twin'?;innovation, value, and capabilities for systems development;0.68;V49EJGT6;The Digital Twin Throughout the SE Lifecycle
What are advantages of a 'Digital Twin'?;realtime, high precision, traceability and high integration;0.6789;TVJGMFUL;Digital twin modeling method based on biomimicry for machining aerospace components
What are advantages of a 'Digital Twin'?;Verifying functionality and suitability;0.6786;LXWGZLR4;Unlocking Potentials of Building Energy Systems’ Operational Efficiency: Application of Digital Twin Design for HVAC systems
What are advantages of a 'Digital Twin'?;adaptivity and learning;0.6743;MRTEUZPG;Digital twin: current scenario and a case study on a manufacturing process
What are advantages of a 'Digital Twin'?;interoperability, reuse and sharing;0.6687;ZD3XGJVM;A Unified Ontology Namespace for Enterprise Integration a Digital Twin Case Study
What are advantages of a 'Digital Twin'?;less detailed programming and human control;0.6675;YIJDSXQZ;Defining a Digital Twin-based Cyber-Physical Production System for autonomous manufacturing in smart shop floors
What are advantages of a 'Digital Twin'?;model variables provide direct information about solar panel state and performance;0.6633;3NSZNWIA;DIGITAL TWIN IN THE ANALYSIS OF A BIG DATA
What are advantages of a 'Digital Twin'?;Solution and unfair advantage;0.6623;MBXZQSFJ;Business Models for Industrial Smart Services – The Example of a Digital Twin for a Product-Service-System for Potato Harvesting
What are advantages of a 'Digital Twin'?;modelling a realworld object;0.6604;MZX744LI;Why Robots do not matter! Using Digital Twin and Augmented Learning for Continuous Improvement in the context of Manufacturing
What are advantages of a 'Digital Twin'?;significantly enhanced automation, accuracy, efficiency and productivity;0.658;EC7HGVVY;Digital twin-driven product design framework
What are advantages of a 'Digital Twin'?;resiliency of interconnected microgrids;0.6573;93U6AM3G;On the Implementation of IoT-Based Digital Twin for Networked Microgrids Resiliency Against Cyber Attacks
What are advantages of a 'Digital Twin'?;better product quality and increased safety;0.6527;KT6KZGBB;Digital Twin for Cybersecurity Incident Prediction: A Multivocal Literature Review
What are advantages of a 'Digital Twin'?;risk control and prevention;0.6527;L38AT93I;Digital Twin Reference Model Development to Prevent Operators’ Risk in Process Plants
What are advantages of a 'Digital Twin'?;implementation methodology;0.6506;397MM288;Concept and Implementation of a Cyber-Physical Digital Twin for a SMT Line
What are advantages of a 'Digital Twin'?;we may have access to additional tank information;0.6505;A6KZXRXT;Visualising the digital twin using web services and augmented reality
What are advantages of a 'Digital Twin'?;efficient process preview, dynamic equipment modeling and adaptive device controlling;0.6501;DNCLEY3P;Digital twin-enabled self-evolved optical transceiver using deep reinforcement learning
What are advantages of a 'Digital Twin'?;low cost and high flexibility;0.6475;EXHN7WBM;Dynamic Analysis of Digital Twin System Based on Five-Dimensional Model
What are advantages of a 'Digital Twin'?;higher efficiency and reliability;0.6468;SVV52EKF;A Digital Twin Approach for Fault Diagnosis in Distributed Photovoltaic Systems
What are advantages of a 'Digital Twin'?;key enablers for smart manufacturing systems;0.6458;Q42RFAV8;A Digital Twin Framework for Performance Monitoring and Anomaly Detection in Fused Deposition Modeling
What are advantages of a 'Digital Twin'?;result analysis efficiency of technical diagnostic and monitoring;0.6417;QV6THMU3;Digital twin technology as an instrument for increasing electrical equipment reliability
What are advantages of a 'Digital Twin'?;improving speed and safety;0.6412;9NZ9WCB8;Designing a unique Digital Twin for linear infrastructures lifecycle management
What are advantages of a 'Digital Twin'?;simulation, monitoring or management;0.6403;3L3DZX6A;Internet of Things Ontology for Digital Twin in Cyber Physical Systems
What are advantages of a 'Digital Twin'?;improving the bolted connection safety and reliability;0.6402;7CKSDN5C;Tolerance Allocation With Simulation-Based Digital Twin for CFRP-Metal Countersunk Bolt Joint
What are advantages of a 'Digital Twin'?;continuously learns and updates itself from multiple sources;0.6396;A774CDKB;Digital Twin of Experimental Workplace for Quality Control with Cloud Platform Support
What are advantages of a 'Digital Twin'?;advanced levels of coordination and vertical integration;0.6343;F75JTSDW;VREDI: virtual representation for a digital twin application in a work-center-level asset administration shell
What are advantages of a 'Digital Twin'?;all processes, resources, products were recorded and transferred in a digital model;0.6333;TWVQQD4V;Simulation-ready digital twin for realtime management of logistics systems
What are advantages of a 'Digital Twin'?;its heart should be an integrated, physicsbased simulation workflow;0.6332;EHXWKB2X;Digital Geometry to Support a Gas Turbine Digital Twin
What are advantages of a 'Digital Twin'?;increased accuracy;0.6317;2L8RCFHN;A method for identification and sequence optimisation of geometry spot welds in a digital twin context
What are advantages of a 'Digital Twin'?;better management of traditional properties of machine tool applications;0.6294;W77YFK8C;Evaluation of Industry 4.0 Data formats for Digital Twin of Optical Components
What are advantages of a 'Digital Twin'?;efficient personalized production;0.6293;4W8JW9WW;Digital twin-based cyber physical production system architectural framework for personalized production
What are advantages of a 'Digital Twin'?;increases adequacy and validity in decision-making;0.6289;QR68EMV8;ABOUT A «DIGITAL TWIN» OF A FOOD PRODUCT
What are advantages of a 'Digital Twin'?;performance in real time;0.6254;G3LTFCMR;Towards Digital Twin Implementation for Assessing Production Line Performance and Balancing
What are advantages of a 'Digital Twin'?;improving aircraft design, safety, and reliability;0.6248;TXG4L9CU;An Ultrafast Crack Growth Lifing Model to Support Digital Twin, Virtual Testing, and Probabilistic Damage Tolerance Applications
What are advantages of a 'Digital Twin'?;repeated Bayesian model calibrations;0.6245;INEDGTDM;The Airframe Digital Twin: Some Challenges to Realization
What are advantages of a 'Digital Twin'?;to store relevant data;0.6241;AUE62ZF4;Model construction of planning and scheduling system based on digital twin
What are advantages of a 'Digital Twin'?;interfaces to the real building and vice versa;0.6229;9F7EW66Z;A Digital Twin for Directing People Flow in Preserved Heritage Buildings
What are advantages of a 'Digital Twin'?;improve business operation and competitive advantage;0.6228;YTQ63AF4;Brief Analysis About Digital Twin Supply Chain Model and Application
What are advantages of a 'Digital Twin'?;machining accuracy, chip formation and tool wear;0.6228;ZWW4HY3Q;Digital equipment twin as the basis for the consumer in digital production
What are advantages of a 'Digital Twin'?;integral parts;0.6206;KAXEGG8F;Digital Thread and Twin for Systems Engineering: EMD to Disposal
What are advantages of a 'Digital Twin'?;they only capture relevant interdependencies between subsystems;0.6163;L9NUUHHD;WoT Graph as Multiscale Digital-Twin for Cyber-Physical Systems-of-Systems
What are advantages of a 'Digital Twin'?;capturing the product, service and use environment level;0.616;X9W58MWL;Digital twin for Advanced Service delivery systems: Opportunities and challenges
What are advantages of a 'Digital Twin'?;great potential in the ﬁeld of digi- tal tools;0.6154;Q7HEHTNW;Tackling Urban Challenges with Models, Spatial Analysis and Numerical Simulations in Immersive Virtual Environments.
What are advantages of a 'Digital Twin'?;utilization for maintenance, or research and development;0.6139;UW6HPDVE;A new concept of digital twin of artifact systems: synthesizing monitoring/inspections, physical/numerical models, and social system models
What are advantages of a 'Digital Twin'?;speed variance and TTC;0.6121;J4855XH6;Sensor Fusion of Camera and Cloud Digital Twin Information for Intelligent Vehicles
What are advantages of a 'Digital Twin'?;Table 5Corner crack in a hole material and geometric properties;0.612;IRXT3XZF;Probabilistic methods for risk assessment of airframe digital twin structures
What are advantages of a 'Digital Twin'?;increased quality and efficiency;0.6108;PHDIVR6K;Digital Twin: Enabling Technologies, Challenges and Open Research
What are advantages of a 'Digital Twin'?;different failure modes are linked;0.6107;8P92A73S;Integrating Virtual Reality and Digital Twin in Circular Economy Practices: A Laboratory Application Case
What are advantages of a 'Digital Twin'?;interoperability;0.6105;XLKF9SW5;From BIM Towards Digital Twin: Strategy and Future Development for Smart Asset Management
What are advantages of a 'Digital Twin'?;no additional temperature measuring instrumentation is required;0.608;V366FAZH;Torque-Based Temperature Control in Friction Stir Welding by Using a Digital Twin
What are advantages of a 'Digital Twin'?;slightly different phenomena in different areas;0.6061;RMRA6NG2;Digital Twin: Empowering Enterprises Towards a System-of-Systems Approach
What are advantages of a 'Digital Twin'?;low computational complexity;0.6031;XBGDXNK2;Digital twin-driven joint optimisation of packing and storage assignment in large-scale automated high-rise warehouse product-service system
What are advantages of a 'Digital Twin'?;better fuel efficiency and lower emissions;0.6006;6VBUMC5I;Digital Twin and Triple Spark Ignition in Four-Stroke Internal Combustion Engines of Two-Wheelers
What are advantages of a 'Digital Twin'?;different levels of precision and approaches;0.5991;SMDCRIEG;Toward Digital Twin and Simulation- Driven New Product Development
What are advantages of a 'Digital Twin'?;no additional diversity preservation mechanisms are required;0.5977;IKFFKWZ3;The Indicator-Based Evolutionary Algorithm for the Digital Twin
What are advantages of a 'Digital Twin'?;maximizing resource utilization rate and minimize cost to meet customer needs;0.5976;UWFN75QR;Digital twin-based opti-state control method for a synchronized production operation system
What are advantages of a 'Digital Twin'?;increasing digitization;0.5944;DCEH5T6X;Building an organizational digital twin
What are advantages of a 'Digital Twin'?;optimisation of energy usage and predictive maintenance to assist operational decisions;0.5941;NPU8VBB4;Comparison of Digital Twin Development in Manufacturing and Maritime Domains
What are advantages of a 'Digital Twin'?;To limit computational load and bandwidth consumption;0.5935;QYNHTZ68;Realization of the 5-Axis Machine Tool Digital Twin Using Direct Servo Control from CAM
What are advantages of a 'Digital Twin'?;to have a single data source;0.5928;TYXVPFAM;Ontology-based modeling of part digital twin oriented to assembly
What are advantages of a 'Digital Twin'?;good practicability and scalability;0.587;QWUU4FTG;Enabling technologies and tools for digital twin
What are advantages of a 'Digital Twin'?;keeping flexibility and reducing production time and cost;0.5844;59T3FH76;Knowledge-driven digital twin manufacturing cell towards intelligent manufacturing
What are advantages of a 'Digital Twin'?;to retain the class structure;0.5842;4WNWEI32;Automated Generation of a Digital Twin Using Scan and Object Detection for Data Acquisition
What are advantages of a 'Digital Twin'?;complexity and size;0.5833;GINZN6BA;Closed-loop digital twin system for air cargo load planning operations
What are advantages of a 'Digital Twin'?;databases, mathematical models and computational procedures;0.5828;PBG5C45P;Hierarchy of Human Operator Models for Digital Twin
What are advantages of a 'Digital Twin'?;lowering maintenance costs and increasing reliability and safety of aircraft;0.5826;CNY9MJLE;Towards a Digital Twin for Mitigating Void Formation in Autoclave Composite Parts
What are advantages of a 'Digital Twin'?;troubleshooting can be done remotely;0.5813;ET8SA7T8;Towards a Digital Twin for Cloud Manufacturing: Case Study
What are advantages of a 'Digital Twin'?;real-time data acquisition and subsequent simulation-based data processing;0.5802;9AYI984A;Digital twin-based industrial cloud robotics: Framework, control approach and implementation
What are advantages of a 'Digital Twin'?;high quality 3D geometry;0.58;E2ML8BZS;Petascale Cloud Supercomputing for Terapixel Visualization of a Digital Twin
What are advantages of a 'Digital Twin'?;better use of the IAT data and an improvement in fatigue life estimation;0.5787;HYCEK9Q3;Demonstration of an Airframe Digital Twin Framework Using a CF-188 Full-Scale Component Test
What are advantages of a 'Digital Twin'?;ships can send/receive all the information on all aspects of their current status;0.5773;LU7IQSF6;"The ""Digital twin"". Digitization process from the point of view of a classification society"
What are advantages of a 'Digital Twin'?;The administration and actual data of an asset is modeled separately;0.5771;LYKCJP28;The role of the Industry 4.0 asset administration shell and the digital twin during the life cycle of a plant
What are advantages of a 'Digital Twin'?;customer satisfaction, comfort, entertainment and safety;0.577;NXY52MEZ;Systems engineering and digital twin: a vision for the future of cruise ships design, production and operations
What are advantages of a 'Digital Twin'?;intuitive monitoring accurate identification;0.5761;8YVY46WS;Virtualization of Production Using Digital Twin Technology
What are advantages of a 'Digital Twin'?;non-financial interest;0.5709;Q4E78529;Coupled simulation of thermally active building systems to support a digital twin
