question;answer;score;key;title
What is the definition of a 'Digital Twin'?;a virtual representation of a physical item;0.6279;NSVSDYBW;Usage of Digital Twin Technologies during System Modeling and Testing in Vessel Traffic Services System Project
What is the definition of a 'Digital Twin'?;prediction, monitoring and diagnosis;0.6279;XXAPFNNH;Modeling and implementation of a digital twin of material flows based on physics simulation
What is the definition of a 'Digital Twin'?;introduction of AI tools;0.6274;TIKPF7GD;Contribution to the development of a Digital Twin based on product lifecycle to support the manufacturing process
What is the definition of a 'Digital Twin'?;1552032;0.6261;PC6HFS52;Digital Twin for rotating machinery fault diagnosis in smart manufacturing
What is the definition of a 'Digital Twin'?;to arrange the relation of manufacturing equipment according to the results of process planning;0.6259;UMRRU8HK;Digital twin-based designing of the configuration, motion, control, and optimization model of a flow-type smart manufacturing system
What is the definition of a 'Digital Twin'?;the person at risk;0.6236;84TMA2ZM;Cardio Twin: A Digital Twin of the human heart running on the edge
What is the definition of a 'Digital Twin'?;almost unlimited;0.6228;4BCP5CKN;Next Generation Digital Twin
What is the definition of a 'Digital Twin'?;real-time data collection;0.6205;MI7SY7Z7;Dynamic Evaluation Method of Machining Process Planning Based on Digital Twin
What is the definition of a 'Digital Twin'?;dynamic;0.6193;G3Z4W38B;A Requirements Driven Digital Twin Framework: Specification and Opportunities
What is the definition of a 'Digital Twin'?;a system’s byproduct;0.619;CKFD74VI;Consistency check to synchronize the Digital Twin of manufacturing automation based on anchor points
What is the definition of a 'Digital Twin'?;89.29%;0.6171;VMP5Z23U;Digital Twin for Reliability Analysis During Design and Operation of Mechatronic Systems
What is the definition of a 'Digital Twin'?;applicability;0.616;UNQE5KVW;A Digital Twin for Automated Root-Cause Search of Production Alarms Based on KPIs Aggregated from IoT
What is the definition of a 'Digital Twin'?;A Unified Ontology Namespace for Enterprise Integration;0.6155;ZD3XGJVM;A Unified Ontology Namespace for Enterprise Integration a Digital Twin Case Study
What is the definition of a 'Digital Twin'?;two-mass drive system;0.6108;3KM6FWRD;Digital Twin-Based Optimization for Ultraprecision Motion Systems With Backlash and Friction
What is the definition of a 'Digital Twin'?;a precise representation of a physical object or process in the digital realm;0.6091;BFMEBHIH;Towards a Digital Twin with Generative Adversarial Network Modelling of Machining Vibration
What is the definition of a 'Digital Twin'?;a dynamic model;0.6074;7CKSDN5C;Tolerance Allocation With Simulation-Based Digital Twin for CFRP-Metal Countersunk Bolt Joint
What is the definition of a 'Digital Twin'?;a novel and enabling technology;0.607;4X3L8S3G;Digital Twin of manufacturing systems: a case study on increasing the efficiency of reconfiguration
What is the definition of a 'Digital Twin'?;a digital representation of a specific asset in the field;0.6066;V49EJGT6;The Digital Twin Throughout the SE Lifecycle
What is the definition of a 'Digital Twin'?;product digitization;0.6066;SDUHDDQS;Modeling of Digital Twin Workshop Based on Perception Data
What is the definition of a 'Digital Twin'?;OTC-29316-MS;0.6047;EWZCSSAV;Digital Twin for Drilling Operations – Towards Cloud-Based Operational Planning
What is the definition of a 'Digital Twin'?;less finite;0.6039;AF5UVBCQ;Finding Meaning, Application for the Much-Discussed Digital Twin
What is the definition of a 'Digital Twin'?;a virtual representation of the physical device;0.5986;3L3DZX6A;Internet of Things Ontology for Digital Twin in Cyber Physical Systems
What is the definition of a 'Digital Twin'?;generativity;0.5966;DCEH5T6X;Building an organizational digital twin
What is the definition of a 'Digital Twin'?;a virtual model of a process, product or service;0.5946;WTFB6SW7;Reliable Digital Twin for Connected Footballer
What is the definition of a 'Digital Twin'?;a kind of virtual things with the precise states of the corresponding physical systems;0.5945;VXJIA2DU;Data-centric middleware based digital twin platform for dependable cyber-physical systems
What is the definition of a 'Digital Twin'?;testing of autonomous systems;0.5935;VTUM9XYB;How to tell the difference between a model and a digital twin
What is the definition of a 'Digital Twin'?;digital replicae of physical assets, process and system;0.5932;5M59LGLP;Description of the cyclic material behaviour of aluminium wrought alloys as basis for a digital twin
What is the definition of a 'Digital Twin'?;an integrated simulation of a complex product/system;0.593;VRYMF4ZF;FMU-supported simulation for CPS Digital Twin
What is the definition of a 'Digital Twin'?;virtual image;0.5928;92IKZYUB;NDE 4.0: The Fourth Revolution in Non- Destructive Evaluation: Digital Twin, Semantics, Interfaces, Networking, Feedback, New Markets and Integration into the Industrial Internet of Things
What is the definition of a 'Digital Twin'?;a computer-generated equivalent of a physical system;0.5879;BPGK8V7N;A review on simulation in digital twin for aerospace, manufacturing and robotics
What is the definition of a 'Digital Twin'?;its heart should be an integrated, physicsbased simulation workflow;0.5878;EHXWKB2X;Digital Geometry to Support a Gas Turbine Digital Twin
What is the definition of a 'Digital Twin'?;contribution to understanding the needs and potential;0.586;P75PEQWC;Automated Creation of the Pipeline Digital Twin During Construction: Improvement to Construction Quality and Pipeline Integrity
What is the definition of a 'Digital Twin'?;A comparative study of 3D data acquisition methods formechanical and electrical assets;0.5845;TI2DTRRX;Towards the development of a Digital Twin: A comparative study of 3D data acquisition methods for mechanical and electrical assets
What is the definition of a 'Digital Twin'?;an online digital model of the physical system;0.5836;C2D77GFH;A Game-Theoretic Approach to Secure Estimation and Control for Cyber-Physical Systems with a Digital Twin
What is the definition of a 'Digital Twin'?;a virtual replica;0.5834;XMYWD2MT;A digital twin for rapid qualification of 3D printed metallic components
What is the definition of a 'Digital Twin'?;robust and accurate simulation model;0.5832;YRVBM6V7;Supporting the Design, Commissioning and Supervision of Smart Factory Components through their Digital Twin
What is the definition of a 'Digital Twin'?;a replica of a complete test-bench;0.5828;L2Y2793A;Digital Twin Real-Time FPGA Implementation for Light Electric Vehicle Propulsion System Using EMR Organization
What is the definition of a 'Digital Twin'?;architectural approach;0.5824;WBX7Q85E;An architectural approach to process control of gas compressor stations with a low temperature separation gas preparation unit based on a digital twin
What is the definition of a 'Digital Twin'?;closely associated with the developers of the physical twin;0.5812;9TV54YQA;A Six-Layer Digital Twin Architecture for a Manufacturing Cell
What is the definition of a 'Digital Twin'?;the transformation of a physical construction into a digital image;0.5803;237467Q3;'MIRROR, MIRROR, ON THE WALL’: ROBOTIC PROCESS AUTOMATION IN THE PUBLIC SECTOR USING A DIGITAL TWIN
What is the definition of a 'Digital Twin'?;a DS – Digital Shadow;0.5801;7BS942QH;MES-integrated digital twin frameworks
What is the definition of a 'Digital Twin'?;a digital representation enabling comprehensive data exchange;0.5795;G6DDC4MX;DIGITAL TWIN, VIRTUAL REALITY AND SPACE SYNTAX: CIVIC ENGAGEMENT AND DECISION SUPPORT FOR SMART, SUSTAINABLE CITIES.
What is the definition of a 'Digital Twin'?;immersive VR;0.5781;Q8AINU7E;Application of a Hybrid Digital Twin Concept for Factory Layout Planning
What is the definition of a 'Digital Twin'?;a digital representation of an engineering system;0.5777;A7LF49XJ;Digital twin for the structural health management of reusable spacecraft: A case study
What is the definition of a 'Digital Twin'?;the created model;0.5777;U6QPZNLA;Development and creation a model of a digital twin of the cubepart rectification installation for the separation of a binary water-alcohol mixture
What is the definition of a 'Digital Twin'?;control performance;0.5773;9IHMR5QM;Data-driven digital twin technology for optimized control in process systems
What is the definition of a 'Digital Twin'?;digital mime;0.5728;Z7Y9W2V7;Exploring the blue skies potential of digital twin technology for a polar supply and research vessel
What is the definition of a 'Digital Twin'?;Cross-technology heterogeneous wireless communication;0.5722;ET3KBVD9;From Surveillance to Digital Twin: Challenges and Recent Advances of Signal Processing for the Industrial Internet of Things
What is the definition of a 'Digital Twin'?;architectural concept design;0.5717;B5NQWNVI;Digital Twin of Experimental Smart Manufacturing Assembly System for Industry 4.0 Concept
What is the definition of a 'Digital Twin'?;efficient method;0.5714;QXCHKIHZ;A Reconfigurable Modeling Approach for Digital Twin-based Manufacturing System
What is the definition of a 'Digital Twin'?;helped staff to predict the remaining useful life of spacecraft;0.5708;RQERGPUU;A Product Quality Monitor Model With the Digital Twin Model and the Stacked Auto Encoder
What is the definition of a 'Digital Twin'?;a virtual prototype of a real object;0.5684;VVEVCFCA;Review of modern software complexes and digital twin concept for forecasting emergency situations in oil and gas industry
What is the definition of a 'Digital Twin'?;an implement method of CPS;0.5671;TNHAMQNA;Digital twin-driven carbon emission prediction and low-carbon control of intelligent manufacturing job-shop
What is the definition of a 'Digital Twin'?;3D model;0.5667;LU7IQSF6;"The ""Digital twin"". Digitization process from the point of view of a classification society"
What is the definition of a 'Digital Twin'?;reduces the applicational gap in control centers;0.5661;7SE535CS;Recent and prospective developments in power system control centers: Adapting the digital twin technology for application in power system control centers
What is the definition of a 'Digital Twin'?;short-term passenger flow forecasting;0.565;IGVRQQHP;A Framework of Smart Railway Passenger Station Based on Digital Twin
What is the definition of a 'Digital Twin'?;an asset’s virtual counterpart;0.5644;RMRA6NG2;Digital Twin: Empowering Enterprises Towards a System-of-Systems Approach
What is the definition of a 'Digital Twin'?;Notions;0.5643;VFEWZHFY;Information modeling for cyber-physical production system based on digital twin and AutomationML
What is the definition of a 'Digital Twin'?;enhanced Industrial Internet reference framework;0.5643;AHYNI9D7;DT-II:Digital twin enhanced Industrial Internet reference framework towards smart manufacturing
What is the definition of a 'Digital Twin'?;6.3.1;0.5641;2JVRVXWD;Sensor Control in Anti-Submarine Warfare—A Digital Twin and Random Finite Sets Based Approach
What is the definition of a 'Digital Twin'?;the digital representation of the physical state of an optical system;0.5633;4LETZIL7;Measurement methods to build up the digital optical twin
What is the definition of a 'Digital Twin'?;No Sharing;0.5626;SIMDFEEZ;Digital Twin Strategies for SoS 4 Challenges and 4 Architecture Setups for Digital Twins of SoS
What is the definition of a 'Digital Twin'?;Community energy-efficiency;0.559;ANUZRYUH;Smart City Digital Twin–Enabled Energy Management: Toward Real-Time Urban Building Energy Benchmarking
What is the definition of a 'Digital Twin'?;up-to-date;0.559;TWVQQD4V;Simulation-ready digital twin for realtime management of logistics systems
What is the definition of a 'Digital Twin'?;an integration platform;0.5529;U5I89LUX;Planning Agricultural Core Road Networks Based on a Digital Twin of the Cultivated Landscape
What is the definition of a 'Digital Twin'?;natural interfaces;0.5515;J8YNNMHC;Stages of Design of Digital Twin for Local Enterprise
What is the definition of a 'Digital Twin'?;learning factory concept;0.5507;FRKXV593;The Digital Twin: Demonstrating the Potential of Real Time Data Acquisition in Production Systems
What is the definition of a 'Digital Twin'?;the formalized application of modeling to support system requirements;0.5506;NXY52MEZ;Systems engineering and digital twin: a vision for the future of cruise ships design, production and operations
What is the definition of a 'Digital Twin'?;virtual technologies;0.5504;SE8DHM9U;Digital Twin and CyberGIS for Improving Connectivity and Measuring the Impact of Infrastructure Construction Planning in Smart Cities
What is the definition of a 'Digital Twin'?;the ability to create process control systems of a fundamentally new type;0.55;QQY7CVN2;Hardware and Software Infrastructure of Digital Twin Technology
What is the definition of a 'Digital Twin'?;development digital competence;0.5494;QAXYWWKY;Imagineering on Augmented Reality and Digital Twin for Digital Competence
What is the definition of a 'Digital Twin'?;data construction method;0.5463;RJIJDASM;Digital twin-based assembly data management and process traceability for complex products
What is the definition of a 'Digital Twin'?;a living model of the physical asset or system;0.5462;CLN9Q2KM;The role of data fusion in predictive maintenance using digital twin
What is the definition of a 'Digital Twin'?;software environment support;0.546;7L4L2VAH;Digital Twin of Solid Rocket Motor, Problem and Challenge
What is the definition of a 'Digital Twin'?;one of the most promising concepts that can be applied tocomplex manufacturing processes;0.5439;J3NVSI7T;A molecular dynamics based digital twin for ultrafast laser material removal processes
What is the definition of a 'Digital Twin'?;DT;0.5432;VECHY4L6;DIGITAL TWIN: A HBIM-BASED METHODOLOGY TO SUPPORT PREVENTIVE CONSERVATION OF HISTORIC ASSETS THROUGH HERITAGE SIGNIFICANCE AWARENESS
What is the definition of a 'Digital Twin'?;lack of accurate, unified definition and description;0.5427;MRYAD86I;An application framework of digital twin and its case study
What is the definition of a 'Digital Twin'?;a virtual representation of a system containing all information available on site;0.5425;9P8AAUVM;On Digital Twin Condition Monitoring Approach for Drivetrains in Marine Applications
What is the definition of a 'Digital Twin'?;first terapixel visualization;0.5422;E2ML8BZS;Petascale Cloud Supercomputing for Terapixel Visualization of a Digital Twin
What is the definition of a 'Digital Twin'?;a virtual representation of an asset;0.5405;DTBI2EGD;MV Cable Modeling for Application in the Digital Twin of a Windfarm
What is the definition of a 'Digital Twin'?;a validated model;0.5401;CTYJMYLC;Digital Twin for Extraction Process Design and Operation
What is the definition of a 'Digital Twin'?;a virtual representation of physical;0.5376;8P92A73S;Integrating Virtual Reality and Digital Twin in Circular Economy Practices: A Laboratory Application Case
What is the definition of a 'Digital Twin'?;affects the real copy of the device;0.5374;IZK6BTI2;Proposal of Digital Twin Platform Based on 3D Rendering and IIoT Principles Using Virtual / Augmented Reality
What is the definition of a 'Digital Twin'?;Implementation scheme;0.5373;8GMRWF67;«Digital Twin» technology in medical information systems
What is the definition of a 'Digital Twin'?;a cyber-physical device of its own;0.5359;88K3FBYL;Integration of a digital twin as human representation in a scheduling procedure of a cyber-physical production system
What is the definition of a 'Digital Twin'?;a replica of the construction;0.5354;J6ANRZYH;Monitoring and Inspection Techniques Supporting a Digital Twin Concept in Civil Engineering
What is the definition of a 'Digital Twin'?;a methodology for modeling the interchange of information;0.5335;A4Q5WZSU;Architecture of a Digital Twin for Enabling Digital Services for Battery Systems
What is the definition of a 'Digital Twin'?;one of the main concepts associated to the Industry 4.0 wave;0.5328;BNS43SCZ;A Review of the Roles of Digital Twin in CPS-based Production Systems
What is the definition of a 'Digital Twin'?;personalized digital twins;0.532;A774CDKB;Digital Twin of Experimental Workplace for Quality Control with Cloud Platform Support
What is the definition of a 'Digital Twin'?;a body-in-white production system;0.5314;93FAKPGJ;A Case Study for a Digital Twin of Body-in-White Production Systems
What is the definition of a 'Digital Twin'?;a vertical transportation system;0.5306;QKK2VMHP;A Digital Twin for Operational Evaluation of Vertical Transportation Systems
What is the definition of a 'Digital Twin'?;A CFSFDP Improved Algorithm;0.5304;QL4WMN7G;DTCluster: A CFSFDP Improved Algorithm for RFID Trajectory Clustering Under Digital-twin Driven
What is the definition of a 'Digital Twin'?;a technological vision of a next generation Digital Twin is designed;0.5299;KDT7L2SR;Next Generation Digital Twin: an Ecosystem for Mechatronic Systems?
What is the definition of a 'Digital Twin'?;preventive conservation;0.5298;GGKVLFC2;Digital Twin: Research Framework to Support Preventive Conservation Policies
What is the definition of a 'Digital Twin'?;a digital replica of real physical installation;0.5287;3NSZNWIA;DIGITAL TWIN IN THE ANALYSIS OF A BIG DATA
What is the definition of a 'Digital Twin'?;the digital revolution is incorporates into the physical world;0.5256;DLG9LDRA;A Digital Twin-Driven Approach for On-line Controlling Quality of Marine Diesel Engine Critical Parts
What is the definition of a 'Digital Twin'?;a system’s digital counterpart along its lifecycle;0.5251;XV8ZPM6B;Exploring the role of Digital Twin for Asset Lifecycle Management
What is the definition of a 'Digital Twin'?;One of the most notable technologies of the fourth industrial revolution;0.5247;VPEKAMLS;The digital twin technology and its role in manufacturing
What is the definition of a 'Digital Twin'?;a new type autonomous system;0.5218;F69GI4F3;A Digital Twin Concept for Manufacturing Systems
What is the definition of a 'Digital Twin'?;minimal manual work;0.521;GXT2A3AD;ADVANTAGES OF A DIGITAL TWIN - BIM 7D - FOR HIGH VOLTAGE SUBSTATION ENGINEERING USING OPTICAL SYMBOL RECOGNITION TECHNOLOGY
What is the definition of a 'Digital Twin'?;inappropriate servo PID parameter;0.5198;CUQ69GCK;Real-time machining data application and service based on IMT digital twin
What is the definition of a 'Digital Twin'?;maintenance training manuals;0.5198;2XM3GG37;Development of electric vehicle maintenance education ability using digital twin technology and VR
What is the definition of a 'Digital Twin'?;software representation of a physical product;0.5161;X9W58MWL;Digital twin for Advanced Service delivery systems: Opportunities and challenges
What is the definition of a 'Digital Twin'?;constructing a precise and virtual copy;0.5152;4H28MTEH;Multi-Physics-Resolved Digital Twin of Proton Exchange Membrane Fuel Cells with A Data-Driven Surrogate Model
What is the definition of a 'Digital Twin'?;simulationsConclusion;0.5143;GI9T88QK;Process Parameter Monitoring and Control Using Digital Twin
What is the definition of a 'Digital Twin'?;capability-driven cycle;0.5138;3YVNNY8Y;Supporting Early Phases of Digital Twin Development with Enterprise Modeling and Capability Management: Requirements from Two Industrial Cases
What is the definition of a 'Digital Twin'?;Probabilistic Twin;0.5119;897TQYWA;On Risk of Digital Twin Implementation in Marine Industry: Learning from Aviation Industry
What is the definition of a 'Digital Twin'?;detailed building blocks;0.5119;343LU7I9;On the Engineering of IoT-Intensive Digital Twin Software Systems
What is the definition of a 'Digital Twin'?;an industrial data platform;0.5106;YIK4A9V7;Extracting Value from Data Using an Industrial Data Platform to Provide a Foundational Digital Twin
What is the definition of a 'Digital Twin'?;challenged their spatial reasoning;0.5084;N5AJ53CG;Training Robot Manipulation Skills through Practice with Digital Twin of Baxter
What is the definition of a 'Digital Twin'?;tree structure;0.5068;SIU8IQ2W;A digital twin for composite parts manufacturing : Effects of defects analysis based on manufacturing data
What is the definition of a 'Digital Twin'?;security enablers;0.5054;B75SXXWQ;A Digital Twin Based Industrial Automation and Control System Security Architecture
What is the definition of a 'Digital Twin'?;virtual sensor;0.5027;4X5UV5Y8;Digital Twin Concept for Aircraft System Failure Detection and Correction
What is the definition of a 'Digital Twin'?;complete digital replica;0.5023;JATLBXPV;Digital Twin Through the Life of a Field
What is the definition of a 'Digital Twin'?;a digital replica of physical assets, processes and systems;0.4956;UEEKVCMP;Developing a Dynamic Digital Twin at a Building Level: using Cambridge Campus as Case Study
What is the definition of a 'Digital Twin'?;ultrarealistic;0.4952;9AYI984A;Digital twin-based industrial cloud robotics: Framework, control approach and implementation
What is the definition of a 'Digital Twin'?;an en-semble of mathematical models;0.4946;RURY9PLM;Development of digital twin of CNC unit based on machine learning methods.
What is the definition of a 'Digital Twin'?;OTC-29231-MS;0.4946;ZTXACHFS;Digital Twin Technology in the Field Reclaims Offshore Resources
What is the definition of a 'Digital Twin'?;Figure 9. IEEE 1451;0.4938;YSS5AWTE;IEEE 1451 Smart Sensor Digital Twin Federation for IoT/CPS Research
What is the definition of a 'Digital Twin'?;it would be more efficient in grooming targeted talents;0.4932;L99VI2FU;Digital Twin: Values, Challenges and Enablers From a Modeling Perspective
What is the definition of a 'Digital Twin'?;an optimal evolvement model;0.4925;PEQCF6ZG;Digital Twin Driven Green Material Optimal-Selection towards Sustainable Manufacturing
What is the definition of a 'Digital Twin'?;the virtual image of the physical object electrical power system;0.4877;WAVWM9WD;Digital Twin - Concept of a Continuously Adaptive Power System Mirror
What is the definition of a 'Digital Twin'?;virtual replication of a physical reality;0.4862;8RBTJ2C2;The Potential of Digital Twin Model Integrated With Artificial Intelligence Systems
What is the definition of a 'Digital Twin'?;Realizability;0.4857;62CYGQZE;Digital Twin Enabled Smart Control Engineering as an Industrial AI: A New Framework and A Case Study
What is the definition of a 'Digital Twin'?;super class part;0.4854;TYXVPFAM;Ontology-based modeling of part digital twin oriented to assembly
What is the definition of a 'Digital Twin'?;a real-time high-fidelity reflection of physical entities;0.4848;N7YVDTF2;Review of digital twin about concepts, technologies, and industrial applications
What is the definition of a 'Digital Twin'?;fine-grained;0.4848;5DQL3TQL;A Digital Twin-Based Multi-modal UI Adaptation Framework for Assistance Systems in Industry 4.0
What is the definition of a 'Digital Twin'?;efficiency;0.4829;CZ3BHH5Y;Electric Stock Digital Twin in a Subway Traction Power System
What is the definition of a 'Digital Twin'?;increases adequacy and validity in decision-making;0.4827;QR68EMV8;ABOUT A «DIGITAL TWIN» OF A FOOD PRODUCT
What is the definition of a 'Digital Twin'?;a virtual representation of a real-world object;0.4824;MZX744LI;Why Robots do not matter! Using Digital Twin and Augmented Learning for Continuous Improvement in the context of Manufacturing
What is the definition of a 'Digital Twin'?;Information flows;0.4823;NAG7RY5A;Digital Twin of the Oil Well, Based on Data Mining Technologies
What is the definition of a 'Digital Twin'?;virtual machine tool system;0.4815;T7MURFP2;A Digital Twin for Grinding Wheel: An Information Sharing Platform for Sustainable Grinding Process
What is the definition of a 'Digital Twin'?;fuel supply;0.4813;XH6G8DQ5;Digital twin of wheel tractor with automatic gearbox
What is the definition of a 'Digital Twin'?;3 C ity Information Modelling;0.4809;3C7P2RSU;Digital geoTwin Vienna: Towards a Digital Twin City as Geodata Hub
What is the definition of a 'Digital Twin'?;Ant Colony Optimization Algorithm for Industrial Robot Programming;0.4807;RC6DB66H;Ant Colony Optimization Algorithm for Industrial Robot Programming in a Digital Twin
What is the definition of a 'Digital Twin'?;a dynamic virtual representation of a physical system;0.4804;QHM3S947;Exploiting Digital Twin Technology to Teach Engineering Fundamentals and Afford Real-World Learning Opportunities
What is the definition of a 'Digital Twin'?;real-time location system;0.4804;38QJMFHC;"Real-Time asset tracking; a starting point for Digital Twin implementation in Manufacturing"
What is the definition of a 'Digital Twin'?;the digital counterpart to a specific copy of a manufactured product;0.4781;J3XCU3YR;Digital twin technology – An approach for Industrie 4.0 vertical and horizontal lifecycle integration
What is the definition of a 'Digital Twin'?;enhanced simulation model;0.4778;IKFFKWZ3;The Indicator-Based Evolutionary Algorithm for the Digital Twin
What is the definition of a 'Digital Twin'?;DigiTwin - Efficient generation;0.4765;4WNWEI32;Automated Generation of a Digital Twin Using Scan and Object Detection for Data Acquisition
What is the definition of a 'Digital Twin'?;virtual sensor;0.4748;5INKRHM2;Developing a Digital Twin for Floating Production Systems Integrity Management
What is the definition of a 'Digital Twin'?;as-a-service’ business model;0.4741;S7MCAWZZ;Digital Twin: An Enabler for New Business Models
What is the definition of a 'Digital Twin'?;virtual / digital equivalent of a real system;0.4719;EN7XR2PN;A System of Systems Digital Twin to Support Life Time Management and Life Extension of Subsea Production Systems
What is the definition of a 'Digital Twin'?;A unified system model;0.4718;GKUTE33A;Industry 4.0 - Digital Twin Applied to Direct Digital Manufacturing
What is the definition of a 'Digital Twin'?;efficient method;0.4693;ENJKGA7Y;Digital twin-enabled reconfigurable modeling for smart manufacturing systems
What is the definition of a 'Digital Twin'?;a virtual model of a physical asset;0.4685;DAFCATPU;RB-FEA Based Digital Twin for Structural Integrity Assessment of Offshore Structures
What is the definition of a 'Digital Twin'?;an integrated   multi-physics, multiscale, multi-disciplinary attribute;0.4684;35EPHKMY;Research on the Virtual Reality Synchronization of Workshop Digital Twin
What is the definition of a 'Digital Twin'?;simulation technology;0.4684;SVQ5BSVR;Understanding Kid´s Digital Twin
What is the definition of a 'Digital Twin'?;a virtual representation of a manufactured asset;0.4674;WXF2EU87;Embedded Digital Twin for ARTI-Type Control of Semi-continuous Production Processes
What is the definition of a 'Digital Twin'?;a dynamic digital representation of a physical system;0.4667;ZUM783ZD;Leveraging Digital Twin Technology in Model-Based Systems Engineering
What is the definition of a 'Digital Twin'?;DT;0.4667;XLKF9SW5;From BIM Towards Digital Twin: Strategy and Future Development for Smart Asset Management
What is the definition of a 'Digital Twin'?;a cradleto-grave model;0.4634;JLBY6SMH;Understanding the role of a Digital Twin in Integrated Vehicle Health Management (IVHM)*
What is the definition of a 'Digital Twin'?;individualized;0.46;DW6NPJ6H;Create the Individualized Digital Twin for Noninvasive Precise Pulmonary Healthcare
What is the definition of a 'Digital Twin'?;mitigation of void formation in composite parts;0.4599;CNY9MJLE;Towards a Digital Twin for Mitigating Void Formation in Autoclave Composite Parts
What is the definition of a 'Digital Twin'?;Optimization;0.4596;FARFCXFM;Robust Digital Twin Compositions for Industry 4.0 Smart Manufacturing Systems
What is the definition of a 'Digital Twin'?;a replication of real physical production system in digital model;0.459;3TN77N7R;Digital Twin concept for smart injection molding
What is the definition of a 'Digital Twin'?;discrete-event;0.4578;PCKBS8U5;Digital Twin for Energy Optimization in an SMT-PCB Assembly Line
What is the definition of a 'Digital Twin'?;the descriptive mechanism, a set of regulatory documents;0.4567;PJXS2L8F;Creating a Digital Twin to the Online Promotion Process for Small Businesses
What is the definition of a 'Digital Twin'?;a virtual replica of the physical buck converter system;0.4558;Q96SYKA8;Application of Digital Twin Concept in Condition Monitoring for DC-DC Converters
What is the definition of a 'Digital Twin'?;a framework of hypotheses aiming to improve the management of digital twins;0.4537;47HCBX3G;THE DIGITAL TWIN THEORY - DESIGNING A TEST INFRASTRUCTURE USING SYSML
What is the definition of a 'Digital Twin'?;a digital representation that reflects a real object, process or system;0.4526;Y4QYP5DW;Combination of Digital Twin and Artificial Intelligence in Manufacturing Using Industrial IoT
What is the definition of a 'Digital Twin'?;a digital representation of things from the real world;0.4526;W72G2P6Q;Analysis of Digital Twin Definition and Its Difference from Simulation Modelling in Practical Application
What is the definition of a 'Digital Twin'?;the virtual and computerized counterpart of a physical system;0.4514;T96GMF6N;Digital Twin in manufacturing: A categorical literature review and classification
What is the definition of a 'Digital Twin'?;vendor-agnostic;0.4508;HM96IX8F;Real-Time Production Optimization - Applying a Digital Twin Model to Optimize the Entire Upstream Value Chain
What is the definition of a 'Digital Twin'?;a simulation interacting with a BIM;0.4486;9F7EW66Z;A Digital Twin for Directing People Flow in Preserved Heritage Buildings
What is the definition of a 'Digital Twin'?;physical object model process;0.4483;H8RR4IB3;A enhanced interaction framework based on VR, AR and MR in digital twin
What is the definition of a 'Digital Twin'?;a faithful mapping of the physical product;0.4482;9NZ9WCB8;Designing a unique Digital Twin for linear infrastructures lifecycle management
What is the definition of a 'Digital Twin'?;a comprehensive physical and functional representation of a component or product;0.4478;SBUJVDXA;Intelligent control of an assembly station by integration of a digital twin for employees into the decentralized control system
What is the definition of a 'Digital Twin'?;an arbitrary number that assigns an initial location of the first object drawn;0.4476;WZYJRKQA;Digital Twin-Driven All-Solid-State Battery: Unraveling the Physical and Electrochemical Behaviors
What is the definition of a 'Digital Twin'?;reverse engineering;0.4465;7DHG5GCV;Development of a bridge maintenance system for prestressed concrete bridges using 3D digital twin model
What is the definition of a 'Digital Twin'?;The Digital Twin is a virtual;0.4462;4ZU54FDA;WHAT IS A DIGITAL TWIN? – DEFINITIONS AND INSIGHTS FROM AN INDUSTRIAL CASE STUDY IN TECHNICAL PRODUCT DEVELOPMENT
What is the definition of a 'Digital Twin'?;a human-machine interface as well as a machine-to-machine interface;0.4457;7V6GJVRN;A Taxonomy of Digital Twins
What is the definition of a 'Digital Twin'?;to replicate a physical product in digital form;0.4449;GZ546E6H;Synthetic PPG generation from haemodynamic model with baroreflex autoregulation: a Digital twin of cardiovascular system
What is the definition of a 'Digital Twin'?;three distinguished enabling technologies;0.4444;5IRID8N4;The modelling and operations for the digital twin in the context of manufacturing
What is the definition of a 'Digital Twin'?;a digital prototype;0.4438;WWBAPYCB;Digital twin and virtual reality: a co-simulation environment for design and assessment of industrial workstations
What is the definition of a 'Digital Twin'?;not IOCO;0.4433;SCXTUP4P;Digital Twin for Legacy Systems: Simulation Model Testing and Validation
What is the definition of a 'Digital Twin'?;Asset description;0.4426;F75JTSDW;VREDI: virtual representation for a digital twin application in a work-center-level asset administration shell
What is the definition of a 'Digital Twin'?;data-driven digital model of the offshore asset;0.4403;MJI3WK7Y;Digital Twin of Subsea Pipelines: Conceptual Design Integrating IoT, Machine Learning and Data Analytics
What is the definition of a 'Digital Twin'?;a key enabling technology for smart manufacturing systems;0.4398;ZII8VP95;Machine tool digital twin: Modelling methodology and applications
What is the definition of a 'Digital Twin'?;joint optimisation model;0.4397;XBGDXNK2;Digital twin-driven joint optimisation of packing and storage assignment in large-scale automated high-rise warehouse product-service system
What is the definition of a 'Digital Twin'?;digital shadows on this layer, only storing a product history;0.4387;AM8RKH94;Simulation-based Analysis of the Interaction of a Physical and a Digital Twin in a Cyber-Physical Production System
What is the definition of a 'Digital Twin'?;a prospective tool for designing modern digital productions;0.4378;57AV5YLB;Application of the Digital Twin Concept to Solve the Monitoring Task of Machine-Building Technological Process
What is the definition of a 'Digital Twin'?;big data analytics;0.4335;QZTLF2LZ;Digital twin-driven manufacturing cyber-physical system for parallel controlling of smart workshop
What is the definition of a 'Digital Twin'?;entire life cycle;0.433;HB34W7ZP;Virtual monitoring method for hydraulic supports based on digital twin theory
