question;answer;score;key;title
What are applications of a 'Digital Twin'?;cybersecurity;0.9535;KT6KZGBB;Digital Twin for Cybersecurity Incident Prediction: A Multivocal Literature Review
What are applications of a 'Digital Twin'?;manufacturing, aerospace, healthcare, and medicine;0.9518;NI4RMT4H;A Survey on Digital Twin: Definitions, Characteristics, Applications, and Design Implications
What are applications of a 'Digital Twin'?;simulation framerate;0.9505;XXAPFNNH;Modeling and implementation of a digital twin of material flows based on physics simulation
What are applications of a 'Digital Twin'?;tools and methods;0.9504;C25GCGK2;Automatic Generation of Digital Twin ased on Scanning and Object Recognition
What are applications of a 'Digital Twin'?;airplane state monitor and smart factory;0.95;L549G8YK;Digital Twin for NC Machining Using Complete Process Information Expressed by STEP-NC Standard
What are applications of a 'Digital Twin'?;efficient energy management;0.9499;ZUM783ZD;Leveraging Digital Twin Technology in Model-Based Systems Engineering
What are applications of a 'Digital Twin'?;fault prediction and elimination;0.9488;2IUAH3RV;Data Super-Network Fault Prediction Model and Maintenance Strategy for Mechanical Product Based on Digital Twin
What are applications of a 'Digital Twin'?;system dynamics modeling;0.9482;AJZ7RUVE;The Digital (Mission) Twin: an Integrating Concept for Future Adaptive Cyber-Physical-Human Systems
What are applications of a 'Digital Twin'?;knowledge base and expert system;0.9476;TYXVPFAM;Ontology-based modeling of part digital twin oriented to assembly
What are applications of a 'Digital Twin'?;life prediction and damage analyses;0.9475;7F57WGLA;Lifespan Prediction Technique for Digital Twin-Based Noise Barrier Tunnels
What are applications of a 'Digital Twin'?;monitoring, structural health evaluation, prognosis and data sharing;0.9472;A7LF49XJ;Digital twin for the structural health management of reusable spacecraft: A case study
What are applications of a 'Digital Twin'?;transmission lines and substations;0.9468;GXT2A3AD;ADVANTAGES OF A DIGITAL TWIN - BIM 7D - FOR HIGH VOLTAGE SUBSTATION ENGINEERING USING OPTICAL SYMBOL RECOGNITION TECHNOLOGY
What are applications of a 'Digital Twin'?;abilities, smart services and evolution;0.9466;J7ZDC6BP;Towards a semantic Construction Digital Twin: Directions for future research
What are applications of a 'Digital Twin'?;production planning and inventory planning;0.9448;397MM288;Concept and Implementation of a Cyber-Physical Digital Twin for a SMT Line
What are applications of a 'Digital Twin'?;simulations;0.9447;PCKBS8U5;Digital Twin for Energy Optimization in an SMT-PCB Assembly Line
What are applications of a 'Digital Twin'?;Sustainable and Smart Manufacturing;0.9427;8MPBMLCG;Operation Procedures of a Work-Center-Level Digital Twin for Sustainable and Smart Manufacturing
What are applications of a 'Digital Twin'?;Virtual workshop and actual workshop real-time mapping technology;0.9425;9WPEQNP7;Digital twin process and simulation operation control technology for intelligent manufacturing unit
What are applications of a 'Digital Twin'?;product design and service;0.9424;35T3W4KX;Man, machine and work in a digital twin setup: a case study
What are applications of a 'Digital Twin'?;function fitting and pattern recognition;0.9411;4X5UV5Y8;Digital Twin Concept for Aircraft System Failure Detection and Correction
What are applications of a 'Digital Twin'?;connected micro smart factory;0.9407;HSMDQBUG;Design and implementation of a digital twin application for a connected micro smart factory
What are applications of a 'Digital Twin'?;CEP rule evaluation, and NN-based prediction;0.938;57QAGL64;Digital twin framework and its application to power grid online analysis
What are applications of a 'Digital Twin'?;manufacturing automation;0.9367;CKFD74VI;Consistency check to synchronize the Digital Twin of manufacturing automation based on anchor points
What are applications of a 'Digital Twin'?;remaining lifetime estimation or advanced process control;0.9356;S7MCAWZZ;Digital Twin: An Enabler for New Business Models
What are applications of a 'Digital Twin'?;climate analyses;0.9352;4D9PVTKL;The Digital Twin of the City of Zurich for Urban Planning
What are applications of a 'Digital Twin'?;product design, production planning, manufacturing, and predictive maintenance;0.9346;TPQI9BTD;Digital Twin and Big Data Towards Smart Manufacturing and Industry 4.0: 360 Degree Comparison
What are applications of a 'Digital Twin'?;historical masonry buildings;0.9344;EKCD2XRQ;Development of the simulation model for Digital Twin applications in historical masonry buildings: The integration between numerical and experimental reality
What are applications of a 'Digital Twin'?;sensing, modeling and analysis;0.934;CUQ69GCK;Real-time machining data application and service based on IMT digital twin
What are applications of a 'Digital Twin'?;conceptual design, elaborate design and finalized design;0.9331;MTIIC78R;Modular based flexible digital twin for factory design
What are applications of a 'Digital Twin'?;components and machines;0.9288;FGJYQ3W5;C2PS: A Digital Twin Architecture Reference Model for the Cloud-Based Cyber-Physical Systems
What are applications of a 'Digital Twin'?;Linking Different Domains;0.9286;DFUQQZLS;Challenges and Potentials of Digital Twins and Industry 4.0 in Product Design and Production for High Performance Products
What are applications of a 'Digital Twin'?;control algorithms;0.9283;4UPULIU5;The architectural framework of a cyber physical logistics system for digital-twin-based supply chain control
What are applications of a 'Digital Twin'?;databases, mathematical models and computational procedures;0.9281;PBG5C45P;Hierarchy of Human Operator Models for Digital Twin
What are applications of a 'Digital Twin'?;Cyber-Physical Systems-of-Systems;0.9272;L9NUUHHD;WoT Graph as Multiscale Digital-Twin for Cyber-Physical Systems-of-Systems
What are applications of a 'Digital Twin'?;data and interfacing communications;0.9265;ES66PGSU;A digital twin to train deep reinforcement learning agent for smart manufacturing plants: Environment, interfaces and intelligence
What are applications of a 'Digital Twin'?;sustainable space exploration;0.9256;7FJJVFNC;Drilling Digital Twin Success Stories the Last 10 Years
What are applications of a 'Digital Twin'?;machinetools;0.9251;3KM6FWRD;Digital Twin-Based Optimization for Ultraprecision Motion Systems With Backlash and Friction
What are applications of a 'Digital Twin'?;operation and maintenance;0.924;Q8AVC8K6;A Digital Twin-Based Approach for the Fault Diagnosis and Health Monitoring of a Complex Satellite System
What are applications of a 'Digital Twin'?;Oil and Gas;0.9235;HM96IX8F;Real-Time Production Optimization - Applying a Digital Twin Model to Optimize the Entire Upstream Value Chain
What are applications of a 'Digital Twin'?;simulation;0.9214;TU9MYDMI;Dimensions of Digital Twin Applications - A Literature Review
What are applications of a 'Digital Twin'?;digitizing elements, processes and systems of physical entities;0.921;3C7P2RSU;Digital geoTwin Vienna: Towards a Digital Twin City as Geodata Hub
What are applications of a 'Digital Twin'?;operator training and monitoring of evaporation performance indicators;0.9182;XNBLYANT;Digital Twin for Monitoring of Industrial Multi-Effect Evaporation
What are applications of a 'Digital Twin'?;Bayesian inference;0.918;4Z22RRYV;Digital Twin of a Research Organization: Approaches and Methods
What are applications of a 'Digital Twin'?;additive manufacturing;0.9177;QSNVT36M;Toward the digital twin of additive manufacturing: Integrating thermal simulations, sensing, and analytics to detect process faults
What are applications of a 'Digital Twin'?;healthcare and well-being;0.9167;84TMA2ZM;Cardio Twin: A Digital Twin of the human heart running on the edge
What are applications of a 'Digital Twin'?;manufacturing	or	assembly	operations;0.9123;JNXJ48NI;Shaping the digital twin for design and production engineering
What are applications of a 'Digital Twin'?;big data analytics and predictive maintenance;0.9114;3L3DZX6A;Internet of Things Ontology for Digital Twin in Cyber Physical Systems
What are applications of a 'Digital Twin'?;variation simulations;0.9111;M33SUG6F;Individualizing Locator Adjustments of Assembly Fixtures Using a Digital Twin
What are applications of a 'Digital Twin'?;retrospective data and safety backups;0.9107;CNPU63SP;The ‘Digital Twin’ to enable the vision of precision cardiology
What are applications of a 'Digital Twin'?;3D printing;0.9106;5UHAEFIT;Digital Twin: Values, Challenges and Enablers
What are applications of a 'Digital Twin'?;enabling maintenance decisions and maintenance predictions;0.9093;UEEKVCMP;Developing a Dynamic Digital Twin at a Building Level: using Cambridge Campus as Case Study
What are applications of a 'Digital Twin'?;fog or edge analytics;0.9086;CFRQCR34;A novel digital twin-centric approach for driver intention prediction and traffic congestion avoidance
What are applications of a 'Digital Twin'?;aviation and marine industries;0.9084;897TQYWA;On Risk of Digital Twin Implementation in Marine Industry: Learning from Aviation Industry
What are applications of a 'Digital Twin'?;real-time monitoring, prediction, and control;0.9082;2C997CVV;Digital Twin-driven smart manufacturing: Connotation, reference model, applications and research issues
What are applications of a 'Digital Twin'?;product design, production itself and in prediction of normal and critical events;0.9066;J8YNNMHC;Stages of Design of Digital Twin for Local Enterprise
What are applications of a 'Digital Twin'?;real time optimization;0.9057;TSITSDPP;Inspection Data to Support a Digital Twin for Geometry Assurance
What are applications of a 'Digital Twin'?;data visualization, event detection, and system diagnosis;0.9045;ET3KBVD9;From Surveillance to Digital Twin: Challenges and Recent Advances of Signal Processing for the Industrial Internet of Things
What are applications of a 'Digital Twin'?;Reengineering Aircraft Structural Life Prediction;0.9039;5PQEURHP;Automatic Generation of a Simulation-Based Digital Twin of an Industrial Process Plant
What are applications of a 'Digital Twin'?;specific machines and products;0.9024;59QKG46I;Integrating the Digital Twin of the manufacturing system into a decision support system for improving the order management process
What are applications of a 'Digital Twin'?;virtual and augmented reality;0.9021;PC28JQQY;A Digital Twin-Based Approach for Designing and Multi-Objective Optimization of Hollow Glass Production Line
What are applications of a 'Digital Twin'?;manufacturing and manufacturing knowledge management;0.9005;59T3FH76;Knowledge-driven digital twin manufacturing cell towards intelligent manufacturing
What are applications of a 'Digital Twin'?;human-computer-interface and (5) analytical unit;0.8989;MZX744LI;Why Robots do not matter! Using Digital Twin and Augmented Learning for Continuous Improvement in the context of Manufacturing
What are applications of a 'Digital Twin'?;Simulations and analyses;0.8982;4ZU54FDA;WHAT IS A DIGITAL TWIN? – DEFINITIONS AND INSIGHTS FROM AN INDUSTRIAL CASE STUDY IN TECHNICAL PRODUCT DEVELOPMENT
What are applications of a 'Digital Twin'?;model-based systems engineering;0.8973;9TM9BNH3;TOWARDS A DIGITAL TWIN: HOW THE BLOCKCHAIN CAN FOSTER E/E-TRACEABILITY IN CONSIDERATION OF MODEL-BASED SYSTEMS ENGINEERING
What are applications of a 'Digital Twin'?;windfarms;0.8966;DTBI2EGD;MV Cable Modeling for Application in the Digital Twin of a Windfarm
What are applications of a 'Digital Twin'?;virtual simulation model, behavior model and information model;0.8948;ZKR2SS5I;Digital Twin-Driven Control Method for Robotic Automatic Assembly System
What are applications of a 'Digital Twin'?;advanced big data analytics and AI;0.8934;SMDCRIEG;Toward Digital Twin and Simulation- Driven New Product Development
What are applications of a 'Digital Twin'?;smart and resilient city development;0.8912;63BVCXH5;Understanding unstructured 3D point clouds for creating digital twin city: An unsupervised hierarchical clustering approach
What are applications of a 'Digital Twin'?;root cause analysis and product quality monitoring;0.8899;C72KJT6I;A DIGITAL TWIN FOR ROOT CAUSE ANALYSIS AND PRODUCT QUALITY MONITORING
What are applications of a 'Digital Twin'?;lithium-ion batteries;0.8888;H2CSBLBG;From ROM of Electrochemistry to AI-Based Battery Digital and Hybrid Twin
What are applications of a 'Digital Twin'?;adaptive UIs;0.8877;5DQL3TQL;A Digital Twin-Based Multi-modal UI Adaptation Framework for Assistance Systems in Industry 4.0
What are applications of a 'Digital Twin'?;construction scenario simulation, innovative teaching approaches and operations scenario simulation;0.8869;6R43JINI;Development of a Digital Twin Model for Real-Time Assessment of Collision Hazards
What are applications of a 'Digital Twin'?;predictive maintenance;0.8844;LXWGZLR4;Unlocking Potentials of Building Energy Systems’ Operational Efficiency: Application of Digital Twin Design for HVAC systems
What are applications of a 'Digital Twin'?;potato harvesting;0.8834;MBXZQSFJ;Business Models for Industrial Smart Services – The Example of a Digital Twin for a Product-Service-System for Potato Harvesting
What are applications of a 'Digital Twin'?;product management, shop floor and production management;0.8825;8P2594HV;Digital twin for real-time data processing in logistics
What are applications of a 'Digital Twin'?;physics-based and machine learning models;0.8796;RCDXA796;Digital twin, physics-based model, and machine learning applied to damage detection in structures
What are applications of a 'Digital Twin'?;power system design, power system teaching, and power system simulation experiment;0.8788;S5HE9DL8;SoC-based Digital Twin of Power System Simulation
What are applications of a 'Digital Twin'?;complex systems;0.8767;4H28MTEH;Multi-Physics-Resolved Digital Twin of Proton Exchange Membrane Fuel Cells with A Data-Driven Surrogate Model
What are applications of a 'Digital Twin'?;line behaviour and energy consumption;0.8757;GGQR68DD;A machine state-based Digital Twin development methodology
What are applications of a 'Digital Twin'?;low cost and easy to deploy LiDAR and imagery technology;0.873;P75PEQWC;Automated Creation of the Pipeline Digital Twin During Construction: Improvement to Construction Quality and Pipeline Integrity
What are applications of a 'Digital Twin'?;multiple data sources and modelled processes;0.8722;BFMEBHIH;Towards a Digital Twin with Generative Adversarial Network Modelling of Machining Vibration
What are applications of a 'Digital Twin'?;system functions, operating environment, and mission;0.8685;VRYGEDWC;Model-Based Design of Complex Aeronautical Systems Through Digital Twin and Thread Concepts
What are applications of a 'Digital Twin'?;production and/or product;0.8684;9PXQJMIN;Modeling of Cyber-Physical Systems and Digital Twin Based on Edge Computing, Fog Computing and Cloud Computing Towards Smart Manufacturing
What are applications of a 'Digital Twin'?;artificial intelligence;0.866;RUURCQL7;Digital Twin Technology
What are applications of a 'Digital Twin'?;cars collision prevention or remote control of robot actuators;0.8653;EH8YSCYH;Faster than real-time simulation of mobile crane dynamics using digital twin concept
What are applications of a 'Digital Twin'?;physical objects, virtual objects, and the connection of physical space and virtual space;0.8632;H8RR4IB3;A enhanced interaction framework based on VR, AR and MR in digital twin
What are applications of a 'Digital Twin'?;space exploration;0.8632;K7F3DVHS;Digital twin of manufacturing systems
What are applications of a 'Digital Twin'?;improved maintenance solutions which explain anomalies and identify potential failure causes;0.8627;4BCP5CKN;Next Generation Digital Twin
What are applications of a 'Digital Twin'?;urban planning and design;0.8595;Q7HEHTNW;Tackling Urban Challenges with Models, Spatial Analysis and Numerical Simulations in Immersive Virtual Environments.
What are applications of a 'Digital Twin'?;fault detection, isolation, and identification;0.8584;VL824NRW;Fleet Monitoring and Diagnostics Framework Based on Digital Twin of Aero-Engines
What are applications of a 'Digital Twin'?;product design, simulation, monitoring, optimization and servicing;0.8579;NSVSDYBW;Usage of Digital Twin Technologies during System Modeling and Testing in Vessel Traffic Services System Project
What are applications of a 'Digital Twin'?;product design, manufacturing, service, operation and maintenance;0.8572;AEKM7E7T;A digital twin-based flexible cellular manufacturing for optimization of air conditioner line
What are applications of a 'Digital Twin'?;Fitness Management;0.8564;76JJWD29;Human Digital Twin for Fitness Management
What are applications of a 'Digital Twin'?;process visualization and data analytics;0.856;ZII8VP95;Machine tool digital twin: Modelling methodology and applications
What are applications of a 'Digital Twin'?;digital representations of a physical systems;0.8554;7A8M2H67;Using Digital Twin Technology to Ensure Data Quality in Transport Systems
What are applications of a 'Digital Twin'?;artificial list systems or ESPs;0.8531;XWV2KBZT;Electrical Submersible Pump Digital Twin, the Missing Link for Successful Condition Monitoring and Failure Prediction
What are applications of a 'Digital Twin'?;optimum predictive maintenance strategy;0.8528;QCKVFXQ6;A Review and Methodology Development for Remaining Useful Life Prediction of Offshore Fixed and Floating Wind turbine Power Converter with Digital Twin Technology Perspective
What are applications of a 'Digital Twin'?;car crash testing, heat exchangers, and designing of airplane wings;0.8526;WZYJRKQA;Digital Twin-Driven All-Solid-State Battery: Unraveling the Physical and Electrochemical Behaviors
What are applications of a 'Digital Twin'?;mechatronics systems;0.8518;KDT7L2SR;Next Generation Digital Twin: an Ecosystem for Mechatronic Systems?
What are applications of a 'Digital Twin'?;in- plan classes;0.8505;4W8JW9WW;Digital twin-based cyber physical production system architectural framework for personalized production
What are applications of a 'Digital Twin'?;Model-based approaches and physics simulation;0.8499;DBAGZ9KI;A Simulation-Based Digital Twin for Model-Driven Health Monitoring and Predictive Maintenance of an Automotive Braking System
What are applications of a 'Digital Twin'?;complex products;0.847;YW6CP7MP;Digital twin-based smart assembly process design and application framework for complex products and its case study
What are applications of a 'Digital Twin'?;service and manufacturing;0.8467;V49EJGT6;The Digital Twin Throughout the SE Lifecycle
What are applications of a 'Digital Twin'?;low-carbon control methods of manufacturing job-shop;0.8435;TNHAMQNA;Digital twin-driven carbon emission prediction and low-carbon control of intelligent manufacturing job-shop
What are applications of a 'Digital Twin'?;management and assessment;0.843;CMY8BKAB;A Low Cost Flexible Digital Twin Platform for Spacecraft Lithium-ion Battery Pack Degradation Assessment
What are applications of a 'Digital Twin'?;reducing crowding at stadiums or other event venues;0.838;Y96KFRB4;Dracena: Real-Time Digital Twin Platform
What are applications of a 'Digital Twin'?;managing the manufacturing systems;0.8377;47HCBX3G;THE DIGITAL TWIN THEORY - DESIGNING A TEST INFRASTRUCTURE USING SYSML
What are applications of a 'Digital Twin'?;infrastructure, aerospace, and automotive;0.837;7KDJXKH6;Machine learning based digital twin for dynamical systems with multiple time-scales
What are applications of a 'Digital Twin'?;simulation, models and dataindifferentperspectives;0.834;4X3L8S3G;Digital Twin of manufacturing systems: a case study on increasing the efficiency of reconfiguration
What are applications of a 'Digital Twin'?;high-value equipment;0.8326;N7YVDTF2;Review of digital twin about concepts, technologies, and industrial applications
What are applications of a 'Digital Twin'?;aeronautics and astronautics;0.8326;UW6HPDVE;A new concept of digital twin of artifact systems: synthesizing monitoring/inspections, physical/numerical models, and social system models
What are applications of a 'Digital Twin'?;e-health and m-health;0.832;DN7WGIDE;Digital twin information technology for biomedical data complex representation and processing
What are applications of a 'Digital Twin'?;physics-based system modelling and distributed semi-physical simulation;0.8314;P67LATF4;Digital twin-driven rapid individualised designing of automated flow-shop manufacturing system
What are applications of a 'Digital Twin'?;energy, aviation and oil & gas;0.8289;NXY52MEZ;Systems engineering and digital twin: a vision for the future of cruise ships design, production and operations
What are applications of a 'Digital Twin'?;equipment maintenance simulation, life cycle management and other scenarios;0.8285;ADELY84F;Research on Application of Digital Twin in Simulation of Equipment Maintenance Support
What are applications of a 'Digital Twin'?;monitoring, diagnostics and prognostics;0.8267;VH5W8XBL;Insights into Digital Twin Based on Finite Element Simulation of a Large Hydro Generator
What are applications of a 'Digital Twin'?;industrial product service system;0.8259;UWFN75QR;Digital twin-based opti-state control method for a synchronized production operation system
What are applications of a 'Digital Twin'?;process plants;0.825;X8YB23CV;Evolution of a Digital Twin for a Steam Cracker
What are applications of a 'Digital Twin'?;virtual substitutes of real world objects;0.8239;4UZMPK6C;Flexible Work Cell Simulator Using Digital Twin Methodology for Highly Complex Systems in Industry 4.0
What are applications of a 'Digital Twin'?;established tools, techniques, and playbooks;0.822;QAXYWWKY;Imagineering on Augmented Reality and Digital Twin for Digital Competence
What are applications of a 'Digital Twin'?;engineering and management;0.8203;XV8ZPM6B;Exploring the role of Digital Twin for Asset Lifecycle Management
What are applications of a 'Digital Twin'?;Internet of Things, automatic control, machine learning, and clustering algorithm;0.82;XRMAEIYF;Discussion on the New Operation Management Mode of Hydraulic Engineering Based on the Digital Twin Technique
What are applications of a 'Digital Twin'?;Vision, Benefits, Boundaries, and Creation for Buildings;0.8178;ZWGQEVIZ;Digital Twin: Vision, Benefits, Boundaries, and Creation for Buildings
What are applications of a 'Digital Twin'?;real-time monitoring, optimization simulation, and intelligent forecasting;0.8175;VFEWZHFY;Information modeling for cyber-physical production system based on digital twin and AutomationML
What are applications of a 'Digital Twin'?;Parameters;0.8171;FEKEXDCW;Towards a Digital Twin Supporting Risk Based Decision Making for Offshore Installations
What are applications of a 'Digital Twin'?;maintenance, diagnostics and prognostics of equipments;0.8168;MKBKT4GR;Digital twin-driven cyber-physical production system towards smart shop-floor
What are applications of a 'Digital Twin'?;cloud computing, Internet of Things, big data, and artificial intelligence;0.8143;V39ZWKXQ;Digital Twin Shop-Floor: A New Shop-Floor Paradigm Towards Smart Manufacturing
What are applications of a 'Digital Twin'?;grinding phenomena;0.8131;WUU88V9V;Hidden Markov model-based digital twin construction for futuristic manufacturing systems
What are applications of a 'Digital Twin'?;model assessment;0.8129;BCGITJVS;Information-Based Model Discrimination for Digital Twin Behavioral Matching
What are applications of a 'Digital Twin'?;real-time data acquisition method;0.8127;DLG9LDRA;A Digital Twin-Driven Approach for On-line Controlling Quality of Marine Diesel Engine Critical Parts
What are applications of a 'Digital Twin'?;predictive simulation, production performance online optimization and feedback control;0.812;E7XVMW7J;How to model and implement connections between physical and virtual models for digital twin application
What are applications of a 'Digital Twin'?;planning, preparation, monitor   and control, and evaluation;0.8115;68XZ8MPU;Drilling Automated Realtime Monitoring Using Digital Twin
What are applications of a 'Digital Twin'?;cloud computing, big data and mobile Internet;0.8112;VS5P7TQC;Digital-twin-driven geometric optimization of centrifugal impeller with free-form blades for five-axis flank milling
What are applications of a 'Digital Twin'?;manufacturing;0.8054;7V6GJVRN;A Taxonomy of Digital Twins
What are applications of a 'Digital Twin'?;remote monitoring, fault detection and diagnosis, and virtual commissioning;0.8053;MINUKX7G;A six-layer architecture for the digital twin: a manufacturing case study implementation
What are applications of a 'Digital Twin'?;load calculations;0.8048;JATLBXPV;Digital Twin Through the Life of a Field
What are applications of a 'Digital Twin'?;rehabilitation, elderly care, and ambient assisted living;0.8037;JHMTNIKC;An ISO/IEEE 11073 Standardized Digital Twin Framework for Health and Well-Being in Smart Cities
What are applications of a 'Digital Twin'?;new-generation information technologies;0.8036;AHTN5Z8E;Machine Learning based Digital Twin Framework for Production Optimization in Petrochemical Industry
What are applications of a 'Digital Twin'?;airship motors and wind turbines;0.8009;B4MRINUS;A Survey Paper on Concept of Digital Twin in Modern Era
What are applications of a 'Digital Twin'?;visual learning and automatic code generation;0.8008;YMFKQZEF;Demonstrated Benefits of a Nascent Digital Twin
What are applications of a 'Digital Twin'?;state estimation and parameter identification algorithms;0.8007;WBQY93UF;Digital twin for battery systems: Cloud battery management system with online state-of-charge and state-of-health estimation
What are applications of a 'Digital Twin'?;data acquisition and updating procedures;0.8004;HK8NIWIS;On the Effects of Modeling As-Manufactured Geometry: Toward Digital Twin
What are applications of a 'Digital Twin'?;product design, production, prognostics and health management;0.798;GKL3GBBR;Digital Twin in Industry: State-of-the-Art
What are applications of a 'Digital Twin'?;Multi-agent Software Architectures;0.7966;I29GGRLL;Digital Twin in the IoT context: a survey on technical features, scenarios and architectural models
What are applications of a 'Digital Twin'?;manufacturing systems;0.796;PUNDW3ZP;Energy-Aware Resources in Digital Twin: The Case of Injection Molding Machines
What are applications of a 'Digital Twin'?;cyberphysical networked microgrids;0.796;93U6AM3G;On the Implementation of IoT-Based Digital Twin for Networked Microgrids Resiliency Against Cyber Attacks
What are applications of a 'Digital Twin'?;fuel supply (Trottle opening, %) and load on the hook;0.7946;XH6G8DQ5;Digital twin of wheel tractor with automatic gearbox
What are applications of a 'Digital Twin'?;big data analytics;0.7928;XBGDXNK2;Digital twin-driven joint optimisation of packing and storage assignment in large-scale automated high-rise warehouse product-service system
What are applications of a 'Digital Twin'?;advanced simulations;0.7908;9QSDUATZ;A Digital Twin-based scheduling framework including Equipment Health Index and Genetic Algorithms
What are applications of a 'Digital Twin'?;power system monitoring and control systems;0.7899;7SE535CS;Recent and prospective developments in power system control centers: Adapting the digital twin technology for application in power system control centers
What are applications of a 'Digital Twin'?;virtual WIP, virtual manufacturing devices and virtual machining process;0.7872;C2MHQZYV;A data- and knowledge-driven framework for digital twin manufacturing cell
What are applications of a 'Digital Twin'?;military, security, aerospace, manufacturing, service industry, environmental systems;0.7838;EN7XR2PN;A System of Systems Digital Twin to Support Life Time Management and Life Extension of Subsea Production Systems
What are applications of a 'Digital Twin'?;purchased assemblies, outsourced assemblies, and self-manufactured assemblies;0.7837;RJIJDASM;Digital twin-based assembly data management and process traceability for complex products
What are applications of a 'Digital Twin'?;Virtual Model, Communication Platform, PLC Programming Software and the Physical system;0.7802;CI2RPJ82;Development of real-time monitoring and control system for Geothermal drilling by using digital twin technology
What are applications of a 'Digital Twin'?;historical data and ML analytics models;0.779;QASDYEUH;A Digital Twin-based Privacy Enhancement Mechanism for the Automotive Industry
What are applications of a 'Digital Twin'?;Heritage documentation, preventive conservation;0.7783;VECHY4L6;DIGITAL TWIN: A HBIM-BASED METHODOLOGY TO SUPPORT PREVENTIVE CONSERVATION OF HISTORIC ASSETS THROUGH HERITAGE SIGNIFICANCE AWARENESS
What are applications of a 'Digital Twin'?;seven workstations;0.7771;7BS942QH;MES-integrated digital twin frameworks
What are applications of a 'Digital Twin'?;Python and MATLAB coding;0.777;AJJ7K6AE;Disrupting rock engineering concepts: is there such a thing as a rock mass digital twin and are machines capable of learning rock mechanics?
What are applications of a 'Digital Twin'?;data management and interactions;0.7766;SE8DHM9U;Digital Twin and CyberGIS for Improving Connectivity and Measuring the Impact of Infrastructure Construction Planning in Smart Cities
What are applications of a 'Digital Twin'?;Aviation Technology, Integration, and Operations Conference;0.7763;HCJ5IFB7;Approach to the Development and Application of a Digital Thread / Digital Twin Authoritative Truth Source
What are applications of a 'Digital Twin'?;direct capability ontologies;0.7754;4EH6FGYK;Micro Manufacturing Unit – Creating Digital Twin Objects with Common Engineering Software
What are applications of a 'Digital Twin'?;monitoring, control and device state diagnostics;0.771;IZK6BTI2;Proposal of Digital Twin Platform Based on 3D Rendering and IIoT Principles Using Virtual / Augmented Reality
What are applications of a 'Digital Twin'?;real-time process optimization tool;0.7686;8P92A73S;Integrating Virtual Reality and Digital Twin in Circular Economy Practices: A Laboratory Application Case
What are applications of a 'Digital Twin'?;product design [2] and re-engineering of aircrafts;0.7678;ZZRCDAVN;Micro Manufacturing Unit and the Corresponding 3D-Model for the Digital Twin
What are applications of a 'Digital Twin'?;monitoring applications;0.7668;MZ3YMI6M;Immersive Applications of Industrial Digital Twins
What are applications of a 'Digital Twin'?;military, aerospace;0.7655;6FTKLGVI;Prediction maintenance integrated decision-making approach supported by digital twin-driven cooperative awareness and interconnection framework
What are applications of a 'Digital Twin'?;a complex system in high-dimensional spaces;0.7635;6FYAT3PD;Reengineering Aircraft Structural Life Prediction Using a Digital Twin
What are applications of a 'Digital Twin'?;low-intensity laser radiation;0.7583;3NSZNWIA;DIGITAL TWIN IN THE ANALYSIS OF A BIG DATA
What are applications of a 'Digital Twin'?;muti-vector energy systems;0.7581;JXKXHTDS;Integration of an energy management tool and digital twin for coordination and control of multi-vector smart energy systems
What are applications of a 'Digital Twin'?;intelligent manufacturing;0.7566;UYCNHB5N;Digital Twin Driven Green Performance Evaluation Methodology of Intelligent Manufacturing: Hybrid Model Based on Fuzzy Rough-Sets AHP, Multistage Weight Synthesis, and PROMETHEE II
